plasmid_id	ptu	taxon_oid	scaffold_oid	source_type	ecosystem	length	gene_count	genomad_score	putatively_complete	topology	mob_genes	t4cp_genes	t4ss_atpase_genes	other_conjugation_genes	complete_mpf_family	origin_of_transfer	arg_genes	putative_phage_plasmid	host_prediction_method	host_taxonomy	closest_reference	closest_reference_ani_percent	closest_reference_af_percent
IMGPR_plasmid_2537561598_000002	PTU_00027310	2537561598	2537573730	Isolate		27949	41	0.9798	No	Linear		tcpA	virb4	FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	100.0	100.0
IMGPR_plasmid_3300007878_000008	PTU_00000280	3300007878	Ga0114370_10243	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	8665	12	0.9798	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.61	100.0
IMGPR_plasmid_3300026112_000069	PTU_00000280	3300026112	Ga0208816_101014	Metagenome	Environmental;Aquatic;Marine;Oceanic	5857	9	0.9798	No	Linear				T_virB11				No			NC_021086.1	98.09	100.0
IMGPR_plasmid_3300026103_000014	PTU_00006047	3300026103	Ga0208451_1000061	Metagenome	Environmental;Aquatic;Marine;Oceanic	24202	26	0.9797	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.32	100.0
IMGPR_plasmid_3300022075_000043	PTU_00006047	3300022075	Ga0232668_10000347	Metagenome	Environmental;Terrestrial;Deep subsurface;Rock	22295	27	0.9797	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.97	100.0
IMGPR_plasmid_3300001511_000006	PTU_00016038	3300001511	M534_100038	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Axilla/Armpit	22301	28	0.9797	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	92.07	91.7
IMGPR_plasmid_2869111048_000001	PTU_00000280	2869111048	2869111053	Isolate		39489	45	0.9796	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NZ_CP012356.1	97.63	94.97
IMGPR_plasmid_3300013650_000003	PTU_00000280	3300013650	Ga0118468_100039	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	20944	24	0.9795	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.49	100.0
IMGPR_plasmid_3300012549_000001	PTU_00006047	3300012549	Ga0118504_100078	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8100	10	0.9795	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.25	99.88
IMGPR_plasmid_3300012639_000013	PTU_00006047	3300012639	Ga0118050_100096	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	14818	15	0.9793	No	Linear			virb4	T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.3	100.0
IMGPR_plasmid_2531839320_000003	PTU_00000280	2531839320	2531887154	Isolate		10400	12	0.9793	No	Linear			virb4	FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.04	100.0
IMGPR_plasmid_3300012549_000002	PTU_00132534	3300012549	Ga0118504_100069	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	10444	11	0.9792	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	99.89	99.87
IMGPR_plasmid_2531839314_000001	PTU_00000280	2531839314	2531886895	Isolate		21452	27	0.9790	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.18	100.0
IMGPR_plasmid_3300013328_000003	PTU_00000280	3300013328	Ga0118307_100043	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	13243	13	0.9790	No	Linear			virb4	FA_orf14;T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.7	99.86
IMGPR_plasmid_3300012462_000006	PTU_00000280	3300012462	Ga0118476_100022	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	10089	13	0.9790	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.21	100.0
IMGPR_plasmid_3300011351_000002	PTU_00000280	3300011351	Ga0118464_10066	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8759	11	0.9790	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	92.96	88.77
IMGPR_plasmid_3300013239_000004	PTU_00022443	3300013239	Ga0118079_100027	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	37710	45	0.9789	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	95.99	95.44
IMGPR_plasmid_3300012426_000002	PTU_00000280	3300012426	Ga0118233_10164	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	6001	4	0.9789	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.59	100.0
IMGPR_plasmid_3300012551_000001	PTU_00000280	3300012551	Ga0118055_100182	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	4889	4	0.9788	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	95.86	100.0
IMGPR_plasmid_2537561580_000004	PTU_00000280	2537561580	2537570861	Isolate		8774	10	0.9787	No	Linear			virb4	FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.73	100.0
IMGPR_plasmid_3300012426_000003	PTU_00006047	3300012426	Ga0118233_10056	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	11073	16	0.9786	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	93.99	90.79
IMGPR_plasmid_3300008718_000001	PTU_00016038	3300008718	Ga0115611_100024	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	33426	38	0.9785	No	Linear			virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	93.3	83.27
IMGPR_plasmid_3300020611_000043	PTU_00000280	3300020611	Ga0213741_10000326	Metagenome	Environmental;Terrestrial;Deep subsurface;Rock	22295	27	0.9785	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.99	100.0
IMGPR_plasmid_3300001506_000007	PTU_00193895	3300001506	M534_100023	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Axilla/Armpit	14623	16	0.9784	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	96.12	84.35
IMGPR_plasmid_3300001511_000007	PTU_00000280	3300001511	M534_100096	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Axilla/Armpit	14623	16	0.9784	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	96.12	84.35
IMGPR_plasmid_2869101221_000001	PTU_00000280	2869101221	2869101221	Isolate		54953	74	0.9783	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.22	99.59
IMGPR_plasmid_3300013197_000001	PTU_00000280	3300013197	Ga0118133_100001	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	33973	43	0.9783	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	95.44	89.97
IMGPR_plasmid_3300009611_000066	PTU_00000280	3300009611	Ga0105229_100905	Metagenome	Environmental;Aquatic;Marine;Oceanic	7342	9	0.9783	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	NC_021086.1	97.0	100.0
IMGPR_plasmid_3300006491_000003	PTU_00006047	3300006491	Ga0100376_10004	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	43224	51	0.9782	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	94.04	76.21
IMGPR_plasmid_2537561586_000001	PTU_00000280	2537561586	2537571178	Isolate		28355	36	0.9782	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.8	99.81
IMGPR_plasmid_3300012310_000004	PTU_00006047	3300012310	Ga0118510_100089	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	13355	13	0.9782	No	Linear			virb4	FA_orf14;T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.84	100.0
IMGPR_plasmid_3300006994_000005	PTU_01376778	3300006994	Ga0102729_100233	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	5066	4	0.9781	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.24	82.87
IMGPR_plasmid_641380427_000001	PTU_00006047	641380427	641380579	Isolate		40142	47	0.9779	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum	NC_021086.1	94.39	81.62
IMGPR_plasmid_3300007310_000003	PTU_00006047	3300007310	Ga0104966_10009	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	30033	32	0.9779	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	95.71	88.36
IMGPR_plasmid_2876297063_000001	PTU_00000280	2876297063	2876297066	Isolate		55681	77	0.9778	Yes	Linear		tcpA	virb4	FA_orf14;T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.9	99.96
IMGPR_plasmid_2537561595_000001	PTU_00000280	2537561595	2537573658	Isolate		28231	38	0.9777	No	Linear		tcpA	virb4	FA_orf14;T_virB11;T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.65	99.99
IMGPR_plasmid_2917716410_000001	PTU_00000825	2917716410	2917716415	Isolate		17922	21	0.9777	No	Linear				T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium humerusii	NZ_CP017041.1	97.65	92.95
IMGPR_plasmid_2687453256_000001	PTU_00000280	2687453256	2687453735	Isolate		53985	71	0.9776	Yes	Linear		tcpA	virb4	FA_orf14;T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NZ_CP012356.1	99.96	100.0
IMGPR_plasmid_2834841514_000001	PTU_00020681	2834841514	2834841521	Isolate		86764	106	0.9775	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NZ_CP017041.1	92.74	63.53
IMGPR_plasmid_3300012299_000001	PTU_00000280	3300012299	Ga0118115_100007	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	8615	11	0.9774	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.11	100.0
IMGPR_plasmid_2558860403_000001	PTU_00006047	2558860403	2558887770	Isolate		42076	46	0.9773	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.9	86.93
IMGPR_plasmid_3300009622_000017	PTU_00006047	3300009622	Ga0105173_1000066	Metagenome	Environmental;Aquatic;Marine;Oceanic	26715	28	0.9772	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	97.12	96.12
IMGPR_plasmid_2561511167_000001	PTU_00020681	2561511167	2561541566	Isolate		55585	74	0.9771	Yes	Linear		tcpA	virb4	FA_orf14;T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.96	100.0
IMGPR_plasmid_2874050233_000001	PTU_00000280	2874050233	2874050237	Isolate		51303	64	0.9768	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.29	90.94
IMGPR_plasmid_3300034692_000003	PTU_00000280	3300034692	Ga0373917_0000005	Metagenome	Environmental;Aquatic;Freshwater;Lake;Sediment	30878	37	0.9768	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	97.54	91.8
IMGPR_plasmid_3300007006_000003	PTU_00000280	3300007006	Ga0104052_10058	Metagenome	Engineered	16530	19	0.9768	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NZ_CP012356.1	98.56	100.0
IMGPR_plasmid_3300009791_000095	PTU_00000280	3300009791	Ga0105235_101328	Metagenome	Environmental;Aquatic;Marine;Oceanic	6205	8	0.9766	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.74	100.0
IMGPR_plasmid_3300012547_000004	PTU_00006047	3300012547	Ga0118467_100072	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	6865	10	0.9766	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	NC_021086.1	95.06	99.61
IMGPR_plasmid_3300013677_000003	PTU_00000280	3300013677	Ga0118529_100045	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	11037	12	0.9765	No	Linear		tcpA	virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	99.87	100.0
IMGPR_plasmid_3300007311_000011	PTU_00006047	3300007311	Ga0104929_100044	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	46839	55	0.9764	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	95.34	85.97
IMGPR_plasmid_3300022073_000097	PTU_00006047	3300022073	Ga0232666_10000282	Metagenome	Environmental;Terrestrial;Deep subsurface;Rock	22291	28	0.9764	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.04	100.0
IMGPR_plasmid_2534682005_000001	PTU_00020681	2534682005	2534776451	Isolate		4611	6	0.9764	Yes	Direct terminal repeat								No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.89	100.0
IMGPR_plasmid_3300013207_000002	PTU_00000280	3300013207	Ga0118509_100021	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	7229	6	0.9764	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.93	100.0
IMGPR_plasmid_3300006288_000010	PTU_00037799	3300006288	Ga0099612_100266	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	9902	13	0.9762	No	Linear				T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia	NC_021086.1	98.42	76.25
IMGPR_plasmid_2869106127_000001	PTU_00000280	2869106127	2869106131	Isolate		51229	64	0.9761	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.28	90.96
IMGPR_plasmid_3300012575_000002	PTU_00018706	3300012575	Ga0118085_100013	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	14956	16	0.9761	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	91.35	55.81
IMGPR_plasmid_2534681797_000001	PTU_00000825	2534681797	2534722668	Isolate		5118	6	0.9761	No	Linear				T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium humerusii	NZ_CP017041.1	99.67	100.0
IMGPR_plasmid_3300013611_000001	PTU_00016038	3300013611	Ga0118232_10007	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	34928	40	0.9760	No	Linear			virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	94.27	79.11
IMGPR_plasmid_2531839621_000002	PTU_00000280	2531839621	2531924024	Isolate		16308	19	0.9758	No	Linear				T_virB11				No	Isolate taxonomy	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium humerusii	NZ_CP017041.1	99.04	95.09
IMGPR_plasmid_3300008332_000001	PTU_00000280	3300008332	Ga0114895_10003	Metagenome	Host-associated;Mammals: Human;Respiratory system;Nasal cavity;Anterior nares	5902	8	0.9781	No	Linear								No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.92	99.98
IMGPR_plasmid_3300022073_000102	PTU_00006047	3300022073	Ga0232666_10000222	Metagenome	Environmental;Terrestrial;Deep subsurface;Rock	26340	29	0.9755	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.64	95.87
IMGPR_plasmid_3300026113_000023	PTU_00018706	3300026113	Ga0208453_100683	Metagenome	Environmental;Aquatic;Marine;Oceanic	4410	3	0.9753	No	Linear			virb4					No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.91	100.0
IMGPR_plasmid_3300007054_000022	PTU_00000280	3300007054	Ga0103287_100065	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	45932	60	0.9752	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	95.22	92.71
IMGPR_plasmid_3300008325_000023	PTU_00000280	3300008325	Ga0115307_100112	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	32096	38	0.9751	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	99.32	99.99
IMGPR_plasmid_3300011352_000002	PTU_00020681	3300011352	Ga0118457_100005	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	41372	47	0.9750	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	95.95	82.29
IMGPR_plasmid_3300003744_000002	PTU_00000280	3300003744	Ga0062510_100131	Metatranscriptome	Environmental;Aquatic;Marine;Hydrothermal vents;Diffuse flow	40794	49	0.9749	No	Linear		tcpA	virb4	FA_orf14;T_virB11				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	97.66	95.06
IMGPR_plasmid_3300013190_000011	PTU_00006047	3300013190	Ga0118310_100083	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	16366	17	0.9748	No	Linear			virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	98.48	99.73
IMGPR_plasmid_3300012564_000003	PTU_00000280	3300012564	Ga0118534_100015	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	48330	71	0.9747	No	Concatemer			virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	96.74	96.61
IMGPR_plasmid_3300012537_000003	PTU_00018706	3300012537	Ga0118072_10045	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin	14966	18	0.9747	No	Linear			virb4	FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	NC_021086.1	96.82	62.68
IMGPR_plasmid_3300006486_000006	PTU_00000280	3300006486	Ga0100251_100047	Metagenome	Host-associated;Mammals: Human;Integumentary system;Skin;Retroauricular crease	45948	59	0.9746	No	Linear		tcpA	virb4	T_virB11;FA_orf14				No	CRISPR spacer match	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	NC_021086.1	95.24	85.39
